NR_117698	S003722565	1499	1499	1499	1	1499	1	1499	1497	2765	0	100	1499	0	1499	"Legionella santicrucis (T); SC-63-C7   Lineage=Root;rootrank;Bacteria;domain;""Proteobacteria"";phylum;Gammaproteobacteria;class;Legionellales;order;Legionellaceae;family;Legionella;genus"	2018
NR_118900	S000127665	1376	1366	1366	1	1366	1	1366	1310	2420	0	100	1366	0	1366	"Actinomyces naeslundii; DSM 43013.   Lineage=Root;rootrank;Bacteria;domain;""Actinobacteria"";phylum;Actinobacteria;class;Actinobacteridae;subclass;Actinomycetales;order;Actinomycineae;suborder;Actinomycetaceae;family;Actinomyces;genus"	2018
NR_156997	S000387097	1463	1463	1463	1	1463	1	1463	1463	2702	0	100	1463	0	1463	"Pasteurella pneumotropica; CNP 160   Lineage=Root;rootrank;Bacteria;domain;""Proteobacteria"";phylum;Gammaproteobacteria;class;Pasteurellales;order;Pasteurellaceae;family;Haemophilus;genus"	2018
NR_118899	S000134295	1367	1367	1367	1	1367	1	1367	1309	2418	0	100	1367	0	1367	"Actinomyces bovis; DSM 43014.   Lineage=Root;rootrank;Bacteria;domain;""Actinobacteria"";phylum;Actinobacteria;class;Actinobacteridae;subclass;Actinomycetales;order;Actinomycineae;suborder;Actinomycetaceae;family;Actinomyces;genus"	2018
NR_044763	S000437178	1433	1433	1433	1	1433	1	1433	1433	2647	0	100	1433	0	1433	"Brachyspira innocens (T); B256 (group III)   Lineage=Root;rootrank;Bacteria;domain;""Spirochaetes"";phylum;Spirochaetia;class;Spirochaetales;order;""Brachyspiraceae"";family;Brachyspira;genus"	2018
NR_118714	S000436265	1473	1473	1473	1	1473	1	1473	1351	2495	0	100	1473	0	1473	"Legionella longbeachae; Long-Beach-4   Lineage=Root;rootrank;Bacteria;domain;""Proteobacteria"";phylum;Gammaproteobacteria;class;Legionellales;order;Legionellaceae;family;Legionella;genus"	2018
NR_117635	S003277710	1514	1514	1514	1	1514	1	1514	1514	2796	0	100	1514	0	1514	Anaerobranca horikoshii; type strain: DSM 9786; 2   Lineage=Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiales_Incertae Sedis XIV;family;Anaerobranca;genus	2018
NR_117479	S001873716	1393	1393	1393	1	1393	1	1393	1393	2573	0	100	1393	0	1393	"Azospirillum halopraeferens; DSM 3675   Lineage=Root;rootrank;Bacteria;domain;""Proteobacteria"";phylum;Alphaproteobacteria;class;Rhodospirillales;order;Rhodospirillaceae;family;Azospirillum;genus"	2018
NR_115620	S000008954	1514	1514	1514	1	1514	1	1514	1482	2737	0	100	1514	0	1514	"Streptomyces lavendulae (T); IFO 12789   Lineage=Root;rootrank;Bacteria;domain;""Actinobacteria"";phylum;Actinobacteria;class;Actinobacteridae;subclass;Actinomycetales;order;Streptomycineae;suborder;Streptomycetaceae;family;Streptomyces;genus"	2018
NR_118577	S004045238	1254	1254	1254	1	1254	1	1254	1254	2316	0	100	1254	0	1254	"Flavobacterium columnare; ATCC 23463; GI-11   Lineage=Root;rootrank;Bacteria;domain;""Bacteroidetes"";phylum;Flavobacteriia;class;""Flavobacteriales"";order;Flavobacteriaceae;family;Flavobacterium;genus"	2018
NR_115468	S000439297	1263	1263	1263	1	1263	1	1263	1217	2248	0	100	1263	0	1263	"Chitinophaga arvensicola; IAM 12650   Lineage=Root;rootrank;Bacteria;domain;""Bacteroidetes"";phylum;Sphingobacteriia;class;""Sphingobacteriales"";order;Chitinophagaceae;family;Chitinophaga;genus"	2018
NR_116640	S004534961	1362	1443	1362	1	1362	40	1401	1362	2516	0	100	1362	0	1362	"Streptomyces rhizosphaericus; EB83   Lineage=Root;rootrank;Bacteria;domain;""Actinobacteria"";phylum;Actinobacteria;class;Actinobacteridae;subclass;Actinomycetales;order;Streptomycineae;suborder;Streptomycetaceae;family;Streptomyces;genus"	2018
NR_115621	S000015771	1514	1514	1514	1	1514	1	1514	1504	2778	0	100	1514	0	1514	"Streptomyces virginiae; IFO 3729   Lineage=Root;rootrank;Bacteria;domain;""Actinobacteria"";phylum;Actinobacteria;class;Actinobacteridae;subclass;Actinomycetales;order;Streptomycineae;suborder;Streptomycetaceae;family;Streptomyces;genus"	2018
NR_119155	S000005447	1242	1242	1242	1	1242	1	1242	1240	2290	0	100	1242	0	1242	"Actinomyces slackii; NCTC 11923   Lineage=Root;rootrank;Bacteria;domain;""Actinobacteria"";phylum;Actinobacteria;class;Actinobacteridae;subclass;Actinomycetales;order;Actinomycineae;suborder;Actinomycetaceae;family;Actinomyces;genus"	2018
NR_115924	S003619650	1537	1537	1537	1	1537	1	1537	1537	2839	0	100	1537	0	1537	"Xylella fastidiosa subsp. null; DP1   Lineage=Root;rootrank;Bacteria;domain;""Proteobacteria"";phylum;Gammaproteobacteria;class;Xanthomonadales;order;Xanthomonadaceae;family;Xylella;genus"	2018
NR_117123	S002350766	1538	1538	1538	1	1538	1	1538	1538	2841	0	100	1538	0	1538	"Spirochaeta thermophila (T); type strain: DSM 6578   Lineage=Root;rootrank;Bacteria;domain;""Spirochaetes"";phylum;Spirochaetia;class;Spirochaetales;order;Spirochaetaceae;family;Spirochaeta;genus"	2018
NR_117134	S002350788	1507	1620	1507	1	1507	1	1507	1507	2784	0	100	1507	0	1507	Clostridium oceanicum; type strain: DSM 1290; 3   Lineage=Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiaceae 1;family;Clostridium sensu stricto;genus	2018
NR_118204	S002449730	1395	1395	1395	1	1395	1	1395	1395	2577	0	100	1395	0	1395	"Nocardia neocaledoniensis; DSM 44717   Lineage=Root;rootrank;Bacteria;domain;""Actinobacteria"";phylum;Actinobacteria;class;Actinobacteridae;subclass;Actinomycetales;order;Corynebacterineae;suborder;Nocardiaceae;family;Nocardia;genus"	2018
NR_115092	S001350269	1478	1478	1478	1	1478	1	1478	1478	2730	0	100	1478	0	1478	"Kushneria indalinina (T); CG2.1   Lineage=Root;rootrank;Bacteria;domain;""Proteobacteria"";phylum;Gammaproteobacteria;class;Oceanospirillales;order;Halomonadaceae;family;Kushneria;genus"	2018
NR_119213	S000004727	1452	1452	1452	1	1452	1	1452	1452	2682	0	100	1452	0	1452	"Hamadaea tsunoensis; DSM 44101   Lineage=Root;rootrank;Bacteria;domain;""Actinobacteria"";phylum;Actinobacteria;class;Actinobacteridae;subclass;Actinomycetales;order;Micromonosporineae;suborder;Micromonosporaceae;family;Hamadaea;genus"	2018
NR_118876	S000010657	1515	1515	1515	1	1515	1	1515	1405	2595	0	100	1515	0	1515	Weissella viridescens; NCDO 1655   Lineage=Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Leuconostocaceae;family;Weissella;genus	2018
NR_118256	S002916777	1525	1525	1525	1	1525	1	1525	1525	2817	0	100	1525	0	1525	"Shimwellia blattae DSM 4481; CIP 104942   Lineage=Root;rootrank;Bacteria;domain;""Proteobacteria"";phylum;Gammaproteobacteria;class;""Enterobacteriales"";order;Enterobacteriaceae;family;Shimwellia;genus"	2018
NR_118803	S000437484	1284	1284	1284	1	1284	1	1284	1272	2350	0	100	1284	0	1284	Halanaerobacter chitinivorans; W5C8; OCM 229   Lineage=Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Halanaerobiales;order;Halobacteroidaceae;family;Halanaerobacter;genus	2018
NR_119092	S000010390	1460	1460	1460	1	1460	1	1460	1460	2697	0	100	1460	0	1460	Gloeothece membranacea; PCC6501   Lineage=Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family IX;family;GpIX;genus	2018
NR_115643	S000414125	1435	1435	1435	1	1435	1	1435	1423	2628	0	100	1435	0	1435	"Bifidobacterium merycicum (T); JCM 8219   Lineage=Root;rootrank;Bacteria;domain;""Actinobacteria"";phylum;Actinobacteria;class;Actinobacteridae;subclass;Bifidobacteriales;order;Bifidobacteriaceae;family;Bifidobacterium;genus"	2018
NR_116341	S001153168	1223	1223	1223	1	1223	1	1223	1223	2259	0	100	1223	0	1223	"Pectobacterium carotovorum subsp. carotovorum; ATCC 15713   Lineage=Root;rootrank;Bacteria;domain;""Proteobacteria"";phylum;Gammaproteobacteria;class;""Enterobacteriales"";order;Enterobacteriaceae;family;Escherichia/Shigella;genus"	2018
NR_117142	S002350801	1523	1523	1523	1	1523	1	1523	1523	2813	0	100	1523	0	1523	Eubacterium fissicatena; type strain: DSM 3598; 4   Lineage=Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Lachnospiraceae;family;Clostridium XlVa;genus	2018
NR_117627	S003722226	1530	1530	1530	1	1530	1	1530	1530	2826	0	100	1530	0	1530	"Acinetobacter gerneri; DSM 14967   Lineage=Root;rootrank;Bacteria;domain;""Proteobacteria"";phylum;Gammaproteobacteria;class;Pseudomonadales;order;Moraxellaceae;family;Acinetobacter;genus"	2018
NR_118758	S004056860	1487	1487	1487	1	1487	1	1487	1475	2724	0	100	1487	0	1487	"Actinobacillus lignieresii; NCTC 4189   Lineage=Root;rootrank;Bacteria;domain;""Proteobacteria"";phylum;Gammaproteobacteria;class;Pasteurellales;order;Pasteurellaceae;family;Actinobacillus;genus"	2018
NR_115480	S000439312	1258	1258	1258	1	1258	1	1258	1204	2224	0	100	1258	0	1258	"Marinilabilia salmonicolor (T); NCIMB 2216   Lineage=Root;rootrank;Bacteria;domain;""Bacteroidetes"";phylum;""Bacteroidia"";class;""Bacteroidales"";order;Marinilabiliaceae;family;Marinilabilia;genus"	2018
NR_118752	S004056846	1478	1478	1478	1	1478	1	1478	1460	2697	0	100	1478	0	1478	"Gallibacterium anatis DSM 16844 = F 149; ATCC 43329   Lineage=Root;rootrank;Bacteria;domain;""Proteobacteria"";phylum;Gammaproteobacteria;class;Pasteurellales;order;Pasteurellaceae;family;Gallibacterium;genus"	2018
NR_117150	S002350813	1512	1512	1512	1	1512	1	1512	1512	2793	0	100	1512	0	1512	"Thermus filiformis (T); type strain: DSM 4687; 1   Lineage=Root;rootrank;Bacteria;domain;""Deinococcus-Thermus"";phylum;Deinococci;class;Thermales;order;Thermaceae;family;Thermus;genus"	2018
NR_118920	S000128816	1491	1491	1491	1	1491	1	1491	1477	2728	0	100	1491	0	1491	Listeria welshimeri; NCTC11857   Lineage=Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Listeriaceae;family;Listeria;genus	2018
NR_118890	S000127664	1331	1331	1331	1	1331	1	1331	1267	2340	0	100	1331	0	1331	"Actinokineospora fastidiosa; ATCC 31181.   Lineage=Root;rootrank;Bacteria;domain;""Actinobacteria"";phylum;Actinobacteria;class;Actinobacteridae;subclass;Actinomycetales;order;Pseudonocardineae;suborder;Pseudonocardiaceae;family;unclassified_Pseudonocardiaceae;"	2018
NR_119242	S000381461	1466	1466	1466	1	1466	1	1466	1440	2660	0	100	1466	0	1466	"Chlorobium phaeovibrioides; DSM 269   Lineage=Root;rootrank;Bacteria;domain;""Chlorobi"";phylum;""Chlorobia"";class;Chlorobiales;order;Chlorobiaceae;family;Chlorobium;genus"	2018
NR_114765	S000022497	1402	1402	1402	1	1402	1	1402	1402	2590	0	100	1402	0	1402	Clostridium bowmanii; A-1/C-an/C1   Lineage=Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiaceae 1;family;Clostridium sensu stricto;genus	2018
NR_117140	S002350799	1524	1524	1524	1	1524	1	1524	1524	2815	0	100	1524	0	1524	Eubacterium fissicatena; type strain: DSM 3598; 2   Lineage=Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Lachnospiraceae;family;Clostridium XlVa;genus	2018
NR_118678	S004071502	1442	1501	1442	1	1442	18	1459	1442	2663	0	100	1442	0	1442	"Rickettsia sibirica 246   Lineage=Root;rootrank;Bacteria;domain;""Proteobacteria"";phylum;Alphaproteobacteria;class;Rickettsiales;order;Rickettsiaceae;family;Rickettsia;genus"	2018
NR_036907	S004495741	1477	1480	1477	1	1477	2	1478	1477	2728	0	100	1477	0	1477	Staphylococcus xylosus; C5   Lineage=Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Staphylococcaceae;family;Staphylococcus;genus	2018
NR_117128	S002350782	1525	1525	1525	1	1525	1	1525	1525	2817	0	100	1525	0	1525	Clostridium oroticum; type strain: DSM 1287; 3   Lineage=Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Lachnospiraceae;family;Clostridium XlVa;genus	2018
NR_115045	S004056884	1390	1454	1390	1	1390	34	1423	1390	2567	0	100	1390	0	1390	"Ochrobactrum anthropi (T); LMG 3301   Lineage=Root;rootrank;Bacteria;domain;""Proteobacteria"";phylum;Alphaproteobacteria;class;Rhizobiales;order;Brucellaceae;family;Ochrobactrum;genus"	2018
NR_117151	S002350814	1513	1513	1513	1	1513	1	1513	1513	2795	0	100	1513	0	1513	"Thermus filiformis (T); type strain: DSM 4687; 2   Lineage=Root;rootrank;Bacteria;domain;""Deinococcus-Thermus"";phylum;Deinococci;class;Thermales;order;Thermaceae;family;Thermus;genus"	2018
NR_119109	S000015709	1443	1443	1443	1	1443	1	1443	1417	2617	0	100	1443	0	1443	"Escherichia vulneris; ATCC 33821T   Lineage=Root;rootrank;Bacteria;domain;""Proteobacteria"";phylum;Gammaproteobacteria;class;""Enterobacteriales"";order;Enterobacteriaceae;family;Escherichia/Shigella;genus"	2018
NR_116641	S004534961	1362	1443	1362	1	1362	40	1401	1362	2516	0	100	1362	0	1362	"Streptomyces rhizosphaericus; EB83   Lineage=Root;rootrank;Bacteria;domain;""Actinobacteria"";phylum;Actinobacteria;class;Actinobacteridae;subclass;Actinomycetales;order;Streptomycineae;suborder;Streptomycetaceae;family;Streptomyces;genus"	2018
NR_116630	S001263971	1387	1387	1387	1	1387	1	1387	1387	2562	0	100	1387	0	1387	"Streptomyces clavifer; AS 4.1604   Lineage=Root;rootrank;Bacteria;domain;""Actinobacteria"";phylum;Actinobacteria;class;Actinobacteridae;subclass;Actinomycetales;order;Streptomycineae;suborder;Streptomycetaceae;family;Streptomyces;genus"	2018
NR_119219	S000021121	1502	2163	1502	1	1502	22	1523	1502	2774	0	100	1502	0	1502	"Xanthomonas gardneri; XCGA2   Lineage=Root;rootrank;Bacteria;domain;""Proteobacteria"";phylum;Gammaproteobacteria;class;Xanthomonadales;order;Xanthomonadaceae;family;unclassified_Xanthomonadaceae;"	2018
NR_136812	S004535384	1521	1521	1521	1	1521	1	1521	1521	2809	0	100	1521	0	1521	"Vibrio sp. DSG-S6   Lineage=Root;rootrank;Bacteria;domain;""Proteobacteria"";phylum;Gammaproteobacteria;class;""Vibrionales"";order;Vibrionaceae;family;Vibrio;genus"	2018
NR_114931	S000775848	1476	1505	1476	1	1476	27	1502	1474	2723	0	99.932	1475	1	1475	"Streptomyces netropsis; NRRL B-1831T   Lineage=Root;rootrank;Bacteria;domain;""Actinobacteria"";phylum;Actinobacteria;class;Actinobacteridae;subclass;Actinomycetales;order;Streptomycineae;suborder;Streptomycetaceae;family;Streptomyces;genus"	2018
NR_114757	S000005097	1525	1525	1525	1	1525	1	1525	1525	2817	0	100	1525	0	1525	Desulfotomaculum kuznetsovii; DSM 6115   Lineage=Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptococcaceae 2;family;Desulfotomaculum;genus	2018
NR_115543	S000413606	1410	1410	1410	1	1410	1	1410	1406	2597	0	100	1410	0	1410	"Blastochloris viridis; ATCC19567   Lineage=Root;rootrank;Bacteria;domain;""Proteobacteria"";phylum;Alphaproteobacteria;class;Rhizobiales;order;Hyphomicrobiaceae;family;Blastochloris;genus"	2018
NR_136814	S004535386	1521	1521	1521	1	1521	1	1521	1521	2809	0	100	1521	0	1521	"Vibrio sp. DSG-S6   Lineage=Root;rootrank;Bacteria;domain;""Proteobacteria"";phylum;Gammaproteobacteria;class;""Vibrionales"";order;Vibrionaceae;family;Vibrio;genus"	2018
NR_117155	S002350819	1518	1518	1518	1	1518	1	1518	1518	2804	0	100	1518	0	1518	Tissierella creatinini (T); type strain: DSM 9508; 2   Lineage=Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiales_Incertae Sedis XI;family;Tissierella;genus	2018
NR_117175	S002350850	1506	1506	1506	1	1506	1	1506	1506	2782	0	100	1506	0	1506	"Kineosporia rhizophila; type strain: DSM 44389; 2   Lineage=Root;rootrank;Bacteria;domain;""Actinobacteria"";phylum;Actinobacteria;class;Actinobacteridae;subclass;Actinomycetales;order;Kineosporiineae;suborder;Kineosporiaceae;family;Kineosporia;genus"	2018
NR_125714	S000022475	1502	1502	1502	1	1502	1	1502	1502	2774	0	100	1502	0	1502	"Xanthomonas hortorum (T); LMG 733T   Lineage=Root;rootrank;Bacteria;domain;""Proteobacteria"";phylum;Gammaproteobacteria;class;Xanthomonadales;order;Xanthomonadaceae;family;Xanthomonas;genus"	2018
NR_159347	S000414293	1486	1486	1486	1	1486	1	1486	1464	2704	0	100	1486	0	1486	"Bisgaard Taxon 7; CCUG 24852   Lineage=Root;rootrank;Bacteria;domain;""Proteobacteria"";phylum;Gammaproteobacteria;class;Pasteurellales;order;Pasteurellaceae;family;unclassified_Pasteurellaceae;"	2018
NR_118213	S004480393	1412	1455	1412	1	1412	30	1441	1412	2608	0	100	1412	0	1412	"Nocardia thailandica; N-7167   Lineage=Root;rootrank;Bacteria;domain;""Actinobacteria"";phylum;Actinobacteria;class;Actinobacteridae;subclass;Actinomycetales;order;Corynebacterineae;suborder;Nocardiaceae;family;Nocardia;genus"	2018
NR_115571	S001265006	1527	1531	1527	1	1527	3	1529	1527	2820	0	100	1527	0	1527	"Streptomyces bottropensis; NE06-02F   Lineage=Root;rootrank;Bacteria;domain;""Actinobacteria"";phylum;Actinobacteria;class;Actinobacteridae;subclass;Actinomycetales;order;Streptomycineae;suborder;Streptomycetaceae;family;Streptomyces;genus"	2018
NR_119112	S000019652	1377	1377	1377	1	1377	1	1377	1355	2503	0	100	1377	0	1377	"Bosea thiooxidans; BI-42   Lineage=Root;rootrank;Bacteria;domain;""Proteobacteria"";phylum;Alphaproteobacteria;class;Rhizobiales;order;Bradyrhizobiaceae;family;Bosea;genus"	2019
NR_036906	S000413974	1476	1476	1476	1	1476	1	1476	1476	2726	0	100	1476	0	1476	Staphylococcus simulans (T); ATCC 27848 (= MAFF 910161)   Lineage=Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Staphylococcaceae;family;Staphylococcus;genus	2019
NR_125608	S000393515	1459	1454	1454	10	1459	1	1454	1428	2638	0	99.381	1445	5	1445	"Mycoplasma verecundum (T); GIH(T)   Lineage=Root;rootrank;Bacteria;domain;""Tenericutes"";phylum;Mollicutes;class;Mycoplasmatales;order;Mycoplasmataceae;family;Mycoplasma;genus"	2019
NR_117108	S002304623	1553	1553	1553	1	1553	1	1553	1551	2865	0	100	1553	0	1553	"Desulfobotulus sapovorans (T); type strain: DSM2055   Lineage=Root;rootrank;Bacteria;domain;""Proteobacteria"";phylum;Deltaproteobacteria;class;Desulfobacterales;order;Desulfobacteraceae;family;Desulfobotulus;genus"	2019
NR_117694	S003722557	1514	1514	1514	1	1514	1	1514	1514	2796	0	100	1514	0	1514	"Neisseria perflava (T); Branham 7078   Lineage=Root;rootrank;Bacteria;domain;""Proteobacteria"";phylum;Betaproteobacteria;class;Neisseriales;order;Neisseriaceae;family;Neisseria;genus"	2019
NR_118015	S002909613	1495	1495	1495	1	1495	1	1495	1495	2761	0	100	1495	0	1495	"Spongiibacter marinus; DSM 17750   Lineage=Root;rootrank;Bacteria;domain;""Proteobacteria"";phylum;Gammaproteobacteria;class;Gammaproteobacteria_incertae_sedis;order;Spongiibacter;genus"	2019
NR_119100	S004497528	1403	1403	1403	1	1403	1	1403	1381	2551	0	100	1403	0	1403	"Azospirillum sp. As-CF1.5   Lineage=Root;rootrank;Bacteria;domain;""Proteobacteria"";phylum;Alphaproteobacteria;class;Rhodospirillales;order;Rhodospirillaceae;family;Azospirillum;genus"	2019
NR_118658	S000414301	1495	1495	1495	1	1495	1	1495	1477	2728	0	100	1495	0	1495	"Pasteurella testudinis DSM 23072; CCUG 19802   Lineage=Root;rootrank;Bacteria;domain;""Proteobacteria"";phylum;Gammaproteobacteria;class;Pasteurellales;order;Pasteurellaceae;family;Pasteurella;genus"	2019
NR_118745	S004056839	1479	1479	1479	1	1479	1	1479	1451	2680	0	100	1479	0	1479	"Actinobacillus seminis; ATCC 15768   Lineage=Root;rootrank;Bacteria;domain;""Proteobacteria"";phylum;Gammaproteobacteria;class;Pasteurellales;order;Pasteurellaceae;family;Actinobacillus;genus"	2019
NR_118857	S000381173	1457	1457	1457	1	1457	1	1457	1457	2691	0	100	1457	0	1457	"Pantoea cypripedii; ATCC 29267   Lineage=Root;rootrank;Bacteria;domain;""Proteobacteria"";phylum;Gammaproteobacteria;class;""Enterobacteriales"";order;Enterobacteriaceae;family;Pantoea;genus"	2019
NR_136810	S004255489	1521	1521	1521	1	1521	1	1521	1521	2809	0	100	1521	0	1521	"Vibrio sp. DSG-S6   Lineage=Root;rootrank;Bacteria;domain;""Proteobacteria"";phylum;Gammaproteobacteria;class;""Vibrionales"";order;Vibrionaceae;family;Vibrio;genus"	2019
NR_136811	S004535383	1521	1521	1521	1	1521	1	1521	1521	2809	0	100	1521	0	1521	"Vibrio sp. DSG-S6   Lineage=Root;rootrank;Bacteria;domain;""Proteobacteria"";phylum;Gammaproteobacteria;class;""Vibrionales"";order;Vibrionaceae;family;Vibrio;genus"	2019
NR_115296	S000540743	1431	1431	1431	1	1431	1	1431	1431	2643	0	100	1431	0	1431	"Leptospira inadai serovar Aguaruna; MW 4   Lineage=Root;rootrank;Bacteria;domain;""Spirochaetes"";phylum;Spirochaetia;class;Spirochaetales;order;Leptospiraceae;family;Leptospira;genus"	2019
NR_119148	S000023422	1071	1071	1071	1	1071	1	1071	1051	1941	0	100	1071	0	1071	"Mycobacterium abscessus subsp. null; ATCC 19977   Lineage=Root;rootrank;Bacteria;domain;""Actinobacteria"";phylum;Actinobacteria;class;Actinobacteridae;subclass;Actinomycetales;order;Corynebacterineae;suborder;Mycobacteriaceae;family;Mycobacterium;genus"	2019
NR_025866	S000439343	1526	1530	1526	1	1526	3	1528	1526	2819	0	100	1526	0	1526	"Streptomyces acidiscabies (T); ATCC49003   Lineage=Root;rootrank;Bacteria;domain;""Actinobacteria"";phylum;Actinobacteria;class;Actinobacteridae;subclass;Actinomycetales;order;Streptomycineae;suborder;Streptomycetaceae;family;Streptomyces;genus"	2019
NR_118854	S000381167	1456	1456	1456	1	1456	1	1456	1456	2689	0	100	1456	0	1456	"Erwinia amylovora; ATCC 15580   Lineage=Root;rootrank;Bacteria;domain;""Proteobacteria"";phylum;Gammaproteobacteria;class;""Enterobacteriales"";order;Enterobacteriaceae;family;Erwinia;genus"	2019
NR_115268	S000503722	1494	1494	1494	1	1494	1	1494	1494	2760	0	100	1494	0	1494	Alicyclobacillus acidoterrestris; ATCC 49025   Lineage=Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Alicyclobacillaceae;family;Alicyclobacillus;genus	2019
NR_117503	S001875289	1342	1342	1342	1	1342	1	1342	1342	2479	0	100	1342	0	1342	Streptococcus agalactiae; ATCC 13813   Lineage=Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Streptococcaceae;family;Streptococcus;genus	2019
NR_044764	S000437188	1433	1433	1433	1	1433	1	1433	1433	2647	0	100	1433	0	1433	"Brachyspira hyodysenteriae (T); B78   Lineage=Root;rootrank;Bacteria;domain;""Spirochaetes"";phylum;Spirochaetia;class;Spirochaetales;order;""Brachyspiraceae"";family;Brachyspira;genus"	2019
NR_117139	S002350796	1521	1618	1521	1	1521	1	1521	1521	2809	0	100	1521	0	1521	Anaerostipes hadrus; type strain: DSM 3319; 2   Lineage=Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Lachnospiraceae;family;Anaerostipes;genus	2019
NR_115511	S000995192	1365	1365	1348	1	1348	1	1348	1328	2453	0	100	1348	0	1348	Finegoldia magna; ATCC 15794; GIFU 7881   Lineage=Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiales_Incertae Sedis XI;family;Finegoldia;genus	2019
